83;397;22303
68;397;22303
69;391;22303
66;407;22303
68;400;22303
67;394;22303
67;393;22303
68;395;22303
70;392;22303
68;400;22303
68;393;22303
66;399;22303
75;390;22303
68;395;22303
69;404;22303
68;396;22303
69;396;22303
71;397;22303
67;404;22303
69;394;22303
70;394;22303
71;394;22303
67;399;22303
68;401;22303
67;383;22303
72;390;22303
68;401;22303
69;403;22303
66;394;22303
78;395;22303
83;407;22303
84;401;22303
84;390;22303
86;399;22303
85;405;22303
84;401;22303
84;390;22303
83;390;22303
87;399;22303
82;395;22303
85;390;22303
82;395;22303
86;411;22303
85;400;22303
86;398;22303
82;392;22303
91;403;22303
86;399;22303
85;399;22303
84;392;22303
83;401;22303
84;404;22303
86;406;22303
84;389;22303
82;402;22303
85;397;22303
84;405;22303
85;391;22303
85;401;22303
85;401;22303
