689;1508;138743
670;1498;138743
656;1500;138743
669;1503;138743
666;1505;138743
661;1569;138743
671;1505;138743
672;1506;138743
824;1526;138743
833;1558;138743
672;1553;138743
669;1548;138743
672;1552;138743
669;1548;138743
669;1546;138743
669;1548;138743
668;1554;138743
667;1553;138743
668;1547;138743
664;1545;138743
673;1552;138743
666;1547;138743
669;1793;138743
677;1554;138743
994;1642;138743
1164;1678;138743
915;1663;138743
918;1692;138743
2553;1728;138743
1132;1833;138743
891;1768;138743
739;1766;138743
671;1762;138743
663;1762;138743
674;1765;138743
668;1768;138743
678;1762;138743
675;1762;138743
666;1770;138743
665;1764;138743
664;1766;138743
662;1765;138743
663;1775;138743
665;1768;138743
668;1768;138743
671;1766;138743
671;1771;138743
667;1767;138743
675;1762;138743
670;1761;138743
669;1764;138743
662;1759;138743
667;1758;138743
679;1759;138743
669;1756;138743
662;1760;138743
665;1764;138743
661;1768;138743
668;1770;138743
659;1767;138743
