30;890;8839
28;889;8839
29;887;8839
29;986;8839
29;889;8839
29;890;8839
29;882;8839
28;886;8839
28;1088;8839
28;886;8839
43;882;8839
30;1220;8839
29;886;8839
27;888;8839
28;885;8839
31;969;8839
31;915;8839
28;892;8839
28;890;8839
28;890;8839
28;963;8839
29;893;8839
29;894;8839
29;894;8839
28;894;8839
28;891;8839
27;891;8839
28;889;8839
28;888;8839
28;887;8839
27;887;8839
27;886;8839
29;888;8839
30;889;8839
27;895;8839
28;892;8839
27;888;8839
28;894;8839
28;890;8839
28;893;8839
29;892;8839
28;892;8839
28;892;8839
28;891;8839
27;895;8839
29;892;8839
27;894;8839
28;891;8839
28;893;8839
29;891;8839
28;888;8839
29;888;8839
28;886;8839
29;890;8839
29;885;8839
27;890;8839
29;890;8839
27;886;8839
28;890;8839
30;891;8839
