81328;437617;13904145
78440;409102;13904145
78849;410134;13904145
77830;407835;13904145
77192;413014;13904145
75592;416980;13904145
78101;426446;13904145
76677;420976;13904145
76870;416598;13904145
77975;413097;13904145
76050;411035;13904145
76803;422122;13904145
75811;411003;13904145
76330;409951;13904145
75912;410237;13904145
75858;416121;13904145
75332;417511;13904145
76299;416765;13904145
76456;408655;13904145
75036;411538;13904145
76586;414849;13904145
85805;422230;13904145
78957;407657;13904145
78054;411482;13904145
76478;410791;13904145
76201;408523;13904145
74651;412287;13904145
76596;408777;13904145
76279;414313;13904145
75394;410767;13904145
75839;412208;13904145
83881;410605;13904145
84451;413825;13904145
77253;415837;13904145
76091;409057;13904145
75437;412536;13904145
78589;408366;13904145
76647;430252;13904145
76425;417233;13904145
75715;408873;13904145
76246;411154;13904145
80711;414024;13904145
77285;411633;13904145
92131;412055;13904145
88602;407117;13904145
78633;410440;13904145
74070;410211;13904145
74295;409465;13904145
75571;409369;13904145
76452;412121;13904145
74779;409490;13904145
76530;412393;13904145
76520;408952;13904145
74826;414734;13904145
75955;408919;13904145
75835;408892;13904145
75881;408138;13904145
76069;416663;13904145
74571;418816;13904145
75369;413798;13904145
