77;13084;22809
70;13077;22809
73;12751;22809
78;13129;22809
72;12384;22809
73;13032;22809
72;12551;22809
75;13193;22809
78;13027;22809
74;12982;22809
75;13089;22809
70;13112;22809
69;13075;22809
71;12439;22809
71;12421;22809
74;12896;22809
72;12513;22809
70;13102;22809
71;12730;22809
72;13051;22809
70;13156;22809
70;13084;22809
72;13157;22809
72;12870;22809
70;12582;22809
74;12338;22809
72;12730;22809
70;12904;22809
70;12368;22809
72;13115;22809
71;13072;22809
70;13097;22809
72;13051;22809
73;12373;22809
71;13066;22809
69;13075;22809
74;12354;22809
71;12603;22809
71;13102;22809
74;12623;22809
72;12986;22809
70;13013;22809
72;13137;22809
73;13154;22809
71;12469;22809
73;12976;22809
73;12353;22809
70;13221;22809
75;13114;22809
72;13243;22809
75;12582;22809
71;13233;22809
74;13019;22809
74;13279;22809
77;12882;22809
72;12985;22809
72;12951;22809
74;13088;22809
73;13120;22809
72;13028;22809
