959;292;77836
555;152;77836
546;134;77836
441;128;77836
486;124;77836
423;122;77836
519;126;77836
519;124;77836
519;123;77836
543;138;77836
449;162;77836
430;125;77836
424;119;77836
432;122;77836
410;116;77836
415;118;77836
407;117;77836
389;117;77836
411;116;77836
411;117;77836
410;117;77836
407;115;77836
403;117;77836
407;117;77836
393;117;77836
401;117;77836
406;117;77836
399;118;77836
429;125;77836
396;118;77836
415;119;77836
439;120;77836
515;119;77836
512;124;77836
506;119;77836
519;118;77836
504;121;77836
510;118;77836
514;122;77836
506;118;77836
512;120;77836
514;126;77836
507;122;77836
516;117;77836
501;116;77836
519;118;77836
512;120;77836
506;120;77836
503;118;77836
504;121;77836
421;117;77836
411;120;77836
406;121;77836
408;114;77836
424;115;77836
407;119;77836
405;119;77836
423;117;77836
407;117;77836
420;115;77836
