569;11367;103636
575;11390;103636
573;11373;103636
568;11420;103636
552;11402;103636
570;10833;103636
573;11444;103636
573;11365;103636
564;10756;103636
561;11339;103636
560;11353;103636
565;11366;103636
564;11345;103636
571;11375;103636
575;11379;103636
570;11321;103636
560;10672;103636
562;11362;103636
564;11394;103636
564;11504;103636
571;11266;103636
564;11334;103636
579;11352;103636
576;10683;103636
560;11270;103636
578;11365;103636
569;11459;103636
568;11379;103636
566;11365;103636
567;10788;103636
560;11337;103636
560;11376;103636
564;11333;103636
572;11385;103636
570;10744;103636
565;10712;103636
559;11284;103636
572;11379;103636
571;11408;103636
575;10778;103636
562;11367;103636
564;11375;103636
571;11287;103636
570;11309;103636
567;11397;103636
564;11477;103636
539;11459;103636
597;11418;103636
575;11319;103636
566;11322;103636
564;11371;103636
564;11397;103636
569;11350;103636
569;11420;103636
569;11247;103636
560;11371;103636
563;10712;103636
573;11347;103636
566;11418;103636
568;10788;103636
