23;1;7399
23;1;7399
22;2;7399
23;2;7399
23;2;7399
24;2;7399
22;2;7399
24;2;7399
23;1;7399
23;2;7399
24;2;7399
23;2;7399
23;3;7399
24;1;7399
23;2;7399
23;2;7399
22;3;7399
23;2;7399
24;2;7399
23;2;7399
23;2;7399
23;2;7399
22;4;7399
24;1;7399
22;4;7399
23;2;7399
23;2;7399
27;2;7399
24;2;7399
24;1;7399
22;1;7399
23;2;7399
22;2;7399
22;3;7399
23;1;7399
24;1;7399
24;3;7399
23;2;7399
23;2;7399
23;2;7399
23;1;7399
23;2;7399
24;1;7399
26;1;7399
22;3;7399
22;1;7399
24;2;7399
23;2;7399
23;2;7399
23;3;7399
22;2;7399
24;2;7399
22;2;7399
23;2;7399
24;3;7399
24;2;7399
23;3;7399
23;2;7399
23;1;7399
24;2;7399
