34;3;8912
29;3;8912
30;3;8912
32;3;8912
30;3;8912
30;3;8912
29;4;8912
30;3;8912
29;4;8912
29;3;8912
28;4;8912
30;3;8912
28;4;8912
29;3;8912
28;3;8912
29;4;8912
28;4;8912
31;4;8912
29;3;8912
28;4;8912
29;3;8912
29;3;8912
30;3;8912
29;3;8912
29;3;8912
29;3;8912
30;3;8912
28;4;8912
28;3;8912
29;3;8912
28;3;8912
29;3;8912
29;3;8912
28;4;8912
29;3;8912
29;3;8912
29;3;8912
28;4;8912
28;3;8912
27;3;8912
28;4;8912
28;3;8912
28;3;8912
30;3;8912
30;3;8912
29;3;8912
30;3;8912
30;3;8912
30;3;8912
29;3;8912
28;4;8912
29;3;8912
29;4;8912
29;3;8912
29;3;8912
29;3;8912
29;3;8912
29;3;8912
28;3;8912
28;3;8912
