30;8;8839
28;8;8839
29;8;8839
29;8;8839
29;9;8839
29;9;8839
29;8;8839
28;8;8839
28;8;8839
28;8;8839
43;8;8839
30;8;8839
29;8;8839
27;9;8839
28;9;8839
31;9;8839
31;8;8839
28;8;8839
28;8;8839
28;9;8839
28;8;8839
29;8;8839
29;8;8839
29;8;8839
28;8;8839
28;7;8839
27;8;8839
28;9;8839
28;10;8839
28;8;8839
27;8;8839
27;8;8839
29;8;8839
30;8;8839
27;8;8839
28;8;8839
27;8;8839
28;8;8839
28;8;8839
28;9;8839
29;8;8839
28;8;8839
28;8;8839
28;8;8839
27;8;8839
29;9;8839
27;8;8839
28;8;8839
28;8;8839
29;8;8839
28;9;8839
29;8;8839
28;8;8839
29;8;8839
29;8;8839
27;9;8839
29;8;8839
27;8;8839
28;8;8839
30;7;8839
