72672;3518854;13904145
83469;4844182;13904145
79173;4364573;13904145
75556;4390697;13904145
74715;4338663;13904145
74536;3558025;13904145
75101;4525162;13904145
74586;4780308;13904145
73268;3549672;13904145
76164;3582548;13904145
