175;16;40519
169;16;40519
170;16;40519
168;16;40519
167;16;40519
175;16;40519
176;15;40519
170;16;40519
169;14;40519
168;15;40519
170;14;40519
170;14;40519
171;15;40519
186;15;40519
169;14;40519
169;16;40519
178;15;40519
165;14;40519
166;14;40519
166;15;40519
168;15;40519
164;16;40519
167;15;40519
166;15;40519
174;14;40519
167;15;40519
168;16;40519
166;15;40519
167;15;40519
162;16;40519
165;15;40519
167;15;40519
166;15;40519
171;14;40519
170;16;40519
171;14;40519
171;15;40519
169;14;40519
168;15;40519
163;15;40519
164;15;40519
167;13;40519
165;15;40519
168;14;40519
169;15;40519
165;15;40519
166;15;40519
168;15;40519
170;14;40519
167;15;40519
163;16;40519
166;14;40519
164;14;40519
166;13;40519
171;15;40519
163;15;40519
170;16;40519
168;14;40519
166;14;40519
166;16;40519
